event_id,start_date,end_date,duration_days,n_active_cells,footprint_area_km2,peak_hail_max_in,peak_hail_mean_in,centroid_lat,centroid_lon
72,2004-09-28,2004-09-28,1,2,1540.12,1.1200000047683716,1.1200000047683716,39.25,-105.375
73,2004-09-29,2004-09-29,1,3,2310.18,1.6200000047683716,1.286666750907898,33.596,-108.386
74,2004-09-30,2004-10-01,2,9,6930.539999999999,1.8700000047683716,1.5366666316986084,34.345,-101.513
75,2004-10-03,2004-10-05,3,27,20791.62,3.119999885559082,1.6199997663497925,33.5,-103.185
76,2004-10-08,2004-10-08,1,1,770.06,1.1200000047683716,1.1200000047683716,31.25,-102.25
77,2004-10-09,2004-10-09,1,4,3080.24,1.6200000047683716,1.2450000047683716,31.981,-101.2
78,2004-10-13,2004-10-13,1,3,2310.18,1.8700000047683716,1.3700000047683716,30.999,-99.318
79,2004-10-18,2004-10-19,2,25,19251.5,4.369999885559082,1.6999998092651367,35.881,-89.499
80,2004-10-20,2004-10-20,1,1,770.06,1.8700000047683716,1.8700000047683716,26.25,-80.25
81,2004-10-22,2004-10-22,1,6,4620.36,1.8700000047683716,1.3700000047683716,39.782,-94.649
82,2004-10-23,2004-10-23,1,3,2310.18,2.619999885559082,1.619999885559082,38.666,-90.097
83,2004-10-24,2004-10-24,1,2,1540.12,1.8700000047683716,1.4950000047683716,31.533,-97.937
84,2004-10-28,2004-10-28,1,3,2310.18,1.3700000047683716,1.286666750907898,46.089,-97.234
85,2004-10-29,2004-10-29,1,13,10010.779999999999,1.8700000047683716,1.254615306854248,41.609,-92.532
86,2004-10-30,2004-10-30,1,4,3080.24,1.1200000047683716,1.1200000047683716,32.5,-98.25
87,2004-11-01,2004-11-01,1,5,3850.2999999999997,1.8700000047683716,1.4199999570846558,35.422,-97.512
88,2004-11-10,2004-11-10,1,1,770.06,1.3700000047683716,1.3700000047683716,35.5,-97.75
89,2004-11-20,2004-11-20,1,4,3080.24,1.1200000047683716,1.1200000047683716,32.688,-99.188
90,2004-11-21,2004-11-21,1,1,770.06,1.8700000047683716,1.8700000047683716,30.75,-98.75
91,2004-11-22,2004-11-22,1,1,770.06,1.6200000047683716,1.6200000047683716,32.25,-90.75
92,2004-11-23,2004-11-23,1,35,26952.1,2.869999885559082,1.7914283275604248,31.001,-96.74
93,2004-11-26,2004-11-26,1,3,2310.18,1.8700000047683716,1.3700000047683716,31.681,-94.614
94,2004-11-27,2004-11-27,1,2,1540.12,1.8700000047683716,1.8700000047683716,30.0,-91.5
95,2004-12-06,2004-12-06,1,1,770.06,1.1200000047683716,1.1200000047683716,34.5,-100.5
96,2004-12-08,2004-12-08,1,1,770.06,1.1200000047683716,1.1200000047683716,32.25,-92.75
97,2004-12-09,2004-12-10,2,14,10780.84,1.8700000047683716,1.2807142734527588,35.329,-85.402
98,2005-01-12,2005-01-12,1,1,770.06,1.1200000047683716,1.1200000047683716,40.25,-91.25
99,2005-01-30,2005-01-30,1,1,770.06,1.8700000047683716,1.8700000047683716,34.25,-103.0
100,2005-02-20,2005-02-20,1,7,5390.42,1.8700000047683716,1.3342857360839844,36.14,-91.479
101,2005-02-21,2005-02-21,1,6,4620.36,1.8700000047683716,1.3283332586288452,34.047,-84.956
102,2005-02-22,2005-02-22,1,10,7700.599999999999,2.119999885559082,1.5449998378753662,32.893,-95.368
103,2005-02-23,2005-02-23,1,5,3850.2999999999997,2.869999885559082,2.0199999809265137,30.845,-99.485
104,2005-03-03,2005-03-03,1,2,1540.12,1.1200000047683716,1.1200000047683716,33.75,-101.625
105,2005-03-06,2005-03-06,1,4,3080.24,1.3700000047683716,1.2450000047683716,34.28,-101.57
106,2005-03-08,2005-03-08,1,1,770.06,1.6200000047683716,1.6200000047683716,36.0,-76.75
107,2005-03-13,2005-03-13,1,17,13091.019999999999,4.369999885559082,1.678823471069336,32.722,-90.316
108,2005-03-15,2005-03-15,1,1,770.06,1.8700000047683716,1.8700000047683716,30.75,-101.25
109,2005-03-19,2005-03-19,1,5,3850.2999999999997,1.8700000047683716,1.4199999570846558,29.106,-97.605
110,2005-03-20,2005-03-20,1,5,3850.2999999999997,1.6200000047683716,1.2699999809265137,38.676,-100.255
111,2005-03-21,2005-03-21,1,7,5390.42,1.8700000047683716,1.2271429300308228,35.272,-95.958
112,2005-03-22,2005-03-22,1,11,8470.66,1.1200000047683716,1.1200000047683716,35.182,-89.932
113,2005-03-24,2005-03-24,1,3,2310.18,1.1200000047683716,1.1200000047683716,36.333,-96.167
114,2005-03-25,2005-03-26,2,22,16941.32,2.119999885559082,1.5404545068740845,32.046,-90.724
115,2005-03-27,2005-03-27,1,1,770.06,1.8700000047683716,1.8700000047683716,34.5,-84.5
116,2005-03-29,2005-03-29,1,4,3080.24,1.8700000047683716,1.4950000047683716,41.86,-98.53
117,2005-03-30,2005-03-31,2,55,42353.299999999996,2.869999885559082,1.538182020187378,35.457,-90.116
118,2005-04-01,2005-04-01,1,1,770.06,1.1200000047683716,1.1200000047683716,34.0,-89.0
119,2005-04-05,2005-04-05,1,12,9240.72,2.869999885559082,1.536666750907898,35.639,-96.578
120,2005-04-06,2005-04-06,1,9,6930.539999999999,2.869999885559082,1.6477776765823364,31.939,-90.446
121,2005-04-09,2005-04-09,1,3,2310.18,1.3700000047683716,1.2033333778381348,42.0,-100.172
122,2005-04-10,2005-04-11,2,24,18481.44,1.8700000047683716,1.255416750907898,38.313,-97.497
123,2005-04-12,2005-04-12,1,3,2310.18,1.1200000047683716,1.1200000047683716,37.083,-86.917
124,2005-04-13,2005-04-13,1,1,770.06,1.1200000047683716,1.1200000047683716,33.0,-82.5
125,2005-04-16,2005-04-17,2,7,5390.42,1.8700000047683716,1.5842857360839844,39.029,-98.874
126,2005-04-18,2005-04-22,5,112,86246.72,4.369999885559082,1.6244646310806274,37.804,-95.286
127,2005-04-25,2005-04-25,1,5,3850.2999999999997,2.119999885559082,1.46999990940094,33.606,-95.403
128,2005-04-27,2005-04-27,1,1,770.06,1.1200000047683716,1.1200000047683716,39.0,-102.5
129,2005-04-29,2005-04-29,1,11,8470.66,2.869999885559082,1.3472726345062256,34.109,-90.702
130,2005-04-30,2005-04-30,1,1,770.06,1.1200000047683716,1.1200000047683716,33.25,-85.5
131,2005-05-04,2005-05-04,1,1,770.06,1.1200000047683716,1.1200000047683716,39.5,-101.75
132,2005-05-05,2005-05-05,1,1,770.06,1.1200000047683716,1.1200000047683716,48.75,-94.75
133,2005-05-06,2005-05-08,3,78,60064.67999999999,2.869999885559082,1.3892309665679932,40.709,-99.013
134,2005-05-09,2005-05-09,1,1,770.06,1.1200000047683716,1.1200000047683716,32.75,-91.0
135,2005-05-11,2005-05-13,3,135,103958.09999999999,4.369999885559082,1.6051852703094482,37.666,-96.754
136,2005-05-14,2005-05-14,1,4,3080.24,1.8700000047683716,1.4950000047683716,31.874,-95.222
137,2005-05-15,2005-05-15,1,7,5390.42,1.8700000047683716,1.26285719871521,37.893,-88.062
138,2005-05-18,2005-05-18,1,1,770.06,1.1200000047683716,1.1200000047683716,38.5,-96.0
139,2005-05-19,2005-05-19,1,12,9240.72,1.8700000047683716,1.474166750907898,39.018,-87.464
140,2005-05-20,2005-05-20,1,14,10780.84,1.8700000047683716,1.3700001239776611,40.994,-96.713
141,2005-05-21,2005-05-21,1,2,1540.12,2.869999885559082,1.994999885559082,38.5,-98.32
142,2005-05-22,2005-05-22,1,5,3850.2999999999997,1.8700000047683716,1.4199999570846558,37.513,-98.186
143,2005-05-23,2005-05-23,1,9,6930.539999999999,1.8700000047683716,1.508888840675354,38.654,-98.611
144,2005-05-24,2005-05-24,1,12,9240.72,1.8700000047683716,1.3700000047683716,39.327,-99.161
145,2005-05-25,2005-05-25,1,12,9240.72,1.8700000047683716,1.536666750907898,34.054,-102.192
146,2005-05-26,2005-05-26,1,1,770.06,1.1200000047683716,1.1200000047683716,43.75,-92.5
147,2005-05-27,2005-05-27,1,3,2310.18,1.8700000047683716,1.3700000047683716,34.274,-104.751
148,2005-05-28,2005-05-28,1,4,3080.24,1.6200000047683716,1.2450000047683716,40.106,-99.55
149,2005-05-29,2005-05-29,1,2,1540.12,2.869999885559082,1.994999885559082,30.741,-92.737
150,2005-05-30,2005-05-31,2,42,32342.519999999997,4.369999885559082,2.012857437133789,34.099,-101.719
151,2005-06-01,2005-06-01,1,6,4620.36,1.8700000047683716,1.3700000047683716,43.727,-102.443
152,2005-06-02,2005-06-02,1,17,13091.019999999999,4.369999885559082,1.649411678314209,37.658,-102.534
153,2005-06-03,2005-06-07,5,152,117049.12,4.369999885559082,1.5706579685211182,39.729,-97.239
154,2005-06-08,2005-06-12,5,98,75465.87999999999,4.619999885559082,1.6353058815002441,37.191,-99.97
155,2005-06-13,2005-06-13,1,15,11550.9,1.8700000047683716,1.3033334016799927,39.391,-94.254
156,2005-06-14,2005-06-14,1,7,5390.42,1.8700000047683716,1.2271429300308228,37.313,-92.341
157,2005-06-15,2005-06-16,2,49,37732.939999999995,4.369999885559082,1.6353061199188232,38.671,-101.124
158,2005-06-17,2005-06-17,1,3,2310.18,1.8700000047683716,1.3700000047683716,48.159,-107.933
159,2005-06-18,2005-06-19,2,12,9240.72,2.619999885559082,1.599166750907898,43.607,-100.596
160,2005-06-20,2005-06-20,1,35,26952.1,4.369999885559082,1.548571228981018,44.022,-100.045
161,2005-06-21,2005-06-21,1,1,770.06,1.1200000047683716,1.1200000047683716,37.0,-80.25
162,2005-06-23,2005-06-23,1,9,6930.539999999999,1.8700000047683716,1.4533333778381348,45.065,-99.136
163,2005-06-24,2005-06-25,2,36,27722.159999999996,3.119999885559082,1.5019441843032837,45.549,-103.804
164,2005-06-26,2005-06-26,1,15,11550.9,2.119999885559082,1.4366668462753296,45.187,-103.014
165,2005-06-27,2005-07-01,5,129,99337.73999999999,4.369999885559082,1.503720760345459,41.299,-97.537
166,2005-07-02,2005-07-05,4,110,84706.59999999999,4.369999885559082,1.633636236190796,39.57,-100.58
167,2005-07-06,2005-07-06,1,5,3850.2999999999997,2.619999885559082,1.7200000286102295,37.065,-99.488
168,2005-07-07,2005-07-07,1,7,5390.42,2.869999885559082,1.4771426916122437,46.227,-97.566
169,2005-07-08,2005-07-09,2,8,6160.48,2.619999885559082,1.682499885559082,38.937,-96.016
170,2005-07-10,2005-07-10,1,6,4620.36,1.8700000047683716,1.4950000047683716,44.669,-101.218
171,2005-07-11,2005-07-11,1,4,3080.24,1.6200000047683716,1.2450000047683716,42.762,-99.551
172,2005-07-12,2005-07-12,1,3,2310.18,1.8700000047683716,1.3700000047683716,38.158,-90.944
173,2005-07-14,2005-07-14,1,4,3080.24,1.1200000047683716,1.1200000047683716,41.812,-101.5
174,2005-07-15,2005-07-15,1,1,770.06,1.1200000047683716,1.1200000047683716,36.0,-106.5
175,2005-07-16,2005-07-16,1,3,2310.18,3.119999885559082,2.0366666316986084,47.347,-103.617
176,2005-07-17,2005-07-17,1,4,3080.24,1.8700000047683716,1.8700000047683716,39.938,-100.812
177,2005-07-18,2005-07-18,1,2,1540.12,1.1200000047683716,1.1200000047683716,38.875,-100.25
178,2005-07-19,2005-07-19,1,9,6930.539999999999,2.619999885559082,1.7588887214660645,48.284,-97.208
179,2005-07-20,2005-07-21,2,19,14631.14,2.869999885559082,1.475263237953186,43.918,-98.307
180,2005-07-22,2005-07-22,1,4,3080.24,1.6200000047683716,1.2450000047683716,44.082,-101.989
181,2005-07-23,2005-07-23,1,1,770.06,1.1200000047683716,1.1200000047683716,43.25,-102.25
182,2005-07-24,2005-07-25,2,10,7700.599999999999,2.119999885559082,1.369999885559082,43.797,-98.489
183,2005-07-26,2005-07-26,1,1,770.06,1.1200000047683716,1.1200000047683716,32.75,-102.0
184,2005-07-27,2005-07-27,1,3,2310.18,1.1200000047683716,1.1200000047683716,39.5,-96.667
185,2005-07-28,2005-07-28,1,8,6160.48,2.619999885559082,1.744999885559082,42.364,-96.559
186,2005-07-30,2005-07-30,1,1,770.06,1.1200000047683716,1.1200000047683716,47.0,-89.5
187,2005-07-31,2005-07-31,1,2,1540.12,1.1200000047683716,1.1200000047683716,42.0,-82.5
188,2005-08-01,2005-08-01,1,6,4620.36,1.8700000047683716,1.3700000047683716,45.786,-100.276
189,2005-08-02,2005-08-02,1,2,1540.12,1.1200000047683716,1.1200000047683716,45.625,-83.375
190,2005-08-03,2005-08-03,1,17,13091.019999999999,2.119999885559082,1.5317646265029907,42.93,-98.514
191,2005-08-04,2005-08-04,1,3,2310.18,1.8700000047683716,1.3700000047683716,34.406,-94.363
192,2005-08-05,2005-08-05,1,1,770.06,1.1200000047683716,1.1200000047683716,33.5,-87.25
193,2005-08-07,2005-08-07,1,4,3080.24,1.3700000047683716,1.1825000047683716,38.908,-95.218
194,2005-08-09,2005-08-09,1,18,13861.079999999998,1.8700000047683716,1.3422223329544067,44.36,-96.901
195,2005-08-10,2005-08-11,2,9,6930.539999999999,1.8700000047683716,1.3144444227218628,43.334,-98.626
196,2005-08-12,2005-08-12,1,2,1540.12,1.8700000047683716,1.4950000047683716,39.848,-97.881
197,2005-08-13,2005-08-13,1,5,3850.2999999999997,1.8700000047683716,1.4199999570846558,39.673,-88.705
198,2005-08-16,2005-08-16,1,2,1540.12,1.1200000047683716,1.1200000047683716,47.875,-101.625
199,2005-08-17,2005-08-18,2,17,13091.019999999999,2.619999885559082,1.5170587301254272,42.983,-98.638
200,2005-08-19,2005-08-19,1,12,9240.72,2.619999885559082,1.3491665124893188,38.685,-99.472
201,2005-08-20,2005-08-20,1,1,770.06,1.1200000047683716,1.1200000047683716,40.5,-79.75
202,2005-08-21,2005-08-21,1,1,770.06,1.1200000047683716,1.1200000047683716,42.0,-98.25
203,2005-08-22,2005-08-23,2,19,14631.14,1.8700000047683716,1.448947548866272,38.551,-100.764
204,2005-08-24,2005-08-24,1,2,1540.12,1.6200000047683716,1.3700000047683716,41.735,-97.783
205,2005-08-25,2005-08-25,1,11,8470.66,1.8700000047683716,1.3472727537155151,45.244,-97.563
206,2005-08-26,2005-08-26,1,4,3080.24,1.3700000047683716,1.1825000047683716,35.75,-101.678
207,2005-08-27,2005-08-28,2,25,19251.5,2.869999885559082,1.4499998092651367,38.544,-100.353
208,2005-08-30,2005-08-30,1,2,1540.12,1.8700000047683716,1.4950000047683716,49.0,-103.094
209,2005-09-01,2005-09-01,1,2,1540.12,1.8700000047683716,1.4950000047683716,35.813,-105.344
210,2005-09-02,2005-09-02,1,3,2310.18,1.8700000047683716,1.3700000047683716,44.569,-100.252
211,2005-09-03,2005-09-03,1,1,770.06,1.1200000047683716,1.1200000047683716,44.75,-94.5
212,2005-09-04,2005-09-05,2,18,13861.079999999998,1.8700000047683716,1.2033333778381348,45.303,-98.724
213,2005-09-06,2005-09-06,1,6,4620.36,2.619999885559082,1.494999885559082,40.792,-100.999
214,2005-09-07,2005-09-08,2,17,13091.019999999999,2.869999885559082,1.3405882120132446,44.102,-99.321
215,2005-09-09,2005-09-09,1,4,3080.24,2.869999885559082,1.932499885559082,47.875,-98.21
216,2005-09-11,2005-09-11,1,1,770.06,1.1200000047683716,1.1200000047683716,40.75,-100.25
217,2005-09-12,2005-09-12,1,19,14631.14,2.619999885559082,1.3963158130645752,42.355,-98.055
218,2005-09-13,2005-09-14,2,34,26182.039999999997,4.369999885559082,1.5979410409927368,37.071,-96.919
219,2005-09-16,2005-09-16,1,1,770.06,1.3700000047683716,1.3700000047683716,49.0,-100.5
220,2005-09-17,2005-09-19,3,44,33882.64,4.619999885559082,1.5063637495040894,40.882,-95.932
221,2005-09-22,2005-09-22,1,4,3080.24,2.869999885559082,1.744999885559082,41.683,-88.454
222,2005-09-23,2005-09-23,1,1,770.06,1.8700000047683716,1.8700000047683716,39.0,-86.5
223,2005-09-24,2005-09-24,1,7,5390.42,2.119999885559082,1.6557141542434692,41.635,-99.965
224,2005-09-28,2005-09-28,1,2,1540.12,1.1200000047683716,1.1200000047683716,35.875,-94.75
225,2005-09-30,2005-09-30,1,9,6930.539999999999,1.8700000047683716,1.5366666316986084,34.256,-99.372
226,2005-10-01,2005-10-01,1,1,770.06,1.3700000047683716,1.3700000047683716,37.25,-97.0
227,2005-10-04,2005-10-04,1,4,3080.24,1.8700000047683716,1.3075000047683716,43.464,-94.232
228,2005-10-09,2005-10-09,1,1,770.06,1.1200000047683716,1.1200000047683716,31.75,-103.0
229,2005-10-18,2005-10-18,1,1,770.06,1.1200000047683716,1.1200000047683716,35.25,-111.75
230,2005-10-19,2005-10-19,1,8,6160.48,2.119999885559082,1.432499885559082,37.926,-99.402
231,2005-10-21,2005-10-21,1,2,1540.12,1.3700000047683716,1.2450000047683716,37.475,-83.775
232,2005-10-27,2005-10-27,1,1,770.06,1.1200000047683716,1.1200000047683716,28.0,-98.5
233,2005-10-31,2005-10-31,1,1,770.06,1.1200000047683716,1.1200000047683716,31.5,-99.0
234,2005-11-05,2005-11-05,1,13,10010.779999999999,1.8700000047683716,1.27384614944458,38.953,-91.039
235,2005-11-06,2005-11-06,1,1,770.06,1.1200000047683716,1.1200000047683716,42.0,-77.75
236,2005-11-09,2005-11-09,1,3,2310.18,1.8700000047683716,1.3700000047683716,41.523,-79.523
237,2005-11-12,2005-11-12,1,6,4620.36,2.869999885559082,1.6616665124893188,41.669,-94.821
238,2005-11-15,2005-11-15,1,9,6930.539999999999,1.8700000047683716,1.3144444227218628,36.719,-88.51
239,2005-11-26,2005-11-26,1,1,770.06,1.1200000047683716,1.1200000047683716,44.0,-92.25
240,2005-11-27,2005-11-27,1,12,9240.72,2.619999885559082,1.5575000047683716,35.913,-94.98
241,2005-11-28,2005-11-28,1,1,770.06,1.8700000047683716,1.8700000047683716,32.25,-86.75
242,2005-12-03,2005-12-03,1,5,3850.2999999999997,1.1200000047683716,1.1200000047683716,33.75,-91.7
243,2005-12-04,2005-12-04,1,3,2310.18,1.8700000047683716,1.3700000047683716,33.704,-84.183
244,2005-12-24,2005-12-24,1,4,3080.24,1.8700000047683716,1.3075000047683716,31.946,-88.196
245,2005-12-28,2005-12-28,1,14,10780.84,4.369999885559082,1.7807146310806274,32.407,-84.313
246,2006-01-01,2006-01-01,1,2,1540.12,1.8700000047683716,1.4950000047683716,38.687,-91.313
247,2006-01-02,2006-01-02,1,8,6160.48,1.8700000047683716,1.3387500047683716,36.298,-84.675
248,2006-01-09,2006-01-09,1,1,770.06,1.1200000047683716,1.1200000047683716,34.25,-94.75
249,2006-01-21,2006-01-21,1,1,770.06,1.8700000047683716,1.8700000047683716,29.0,-96.25
250,2006-01-28,2006-01-28,1,2,1540.12,1.1200000047683716,1.1200000047683716,39.875,-97.25
251,2006-02-03,2006-02-03,1,11,8470.66,1.8700000047683716,1.7790910005569458,32.062,-90.686
252,2006-02-16,2006-02-16,1,6,4620.36,3.119999885559082,1.6616665124893188,38.9,-90.178
253,2006-03-04,2006-03-04,1,1,770.06,1.1200000047683716,1.1200000047683716,41.0,-97.75
254,2006-03-07,2006-03-07,1,3,2310.18,1.6200000047683716,1.3700000047683716,39.319,-96.0
255,2006-03-08,2006-03-08,1,9,6930.539999999999,1.8700000047683716,1.397777795791626,38.361,-94.165
256,2006-03-09,2006-03-12,4,92,70845.51999999999,4.369999885559082,1.6308692693710327,38.752,-93.264
257,2006-03-13,2006-03-13,1,1,770.06,1.1200000047683716,1.1200000047683716,41.5,-86.75
258,2006-03-17,2006-03-17,1,1,770.06,1.8700000047683716,1.8700000047683716,31.0,-102.5
259,2006-03-18,2006-03-18,1,1,770.06,1.1200000047683716,1.1200000047683716,31.75,-101.5
260,2006-03-19,2006-03-19,1,4,3080.24,2.869999885559082,2.182499885559082,30.671,-100.61
261,2006-03-20,2006-03-20,1,1,770.06,1.8700000047683716,1.8700000047683716,32.5,-85.0
262,2006-03-28,2006-03-28,1,5,3850.2999999999997,1.8700000047683716,1.5699999332427979,31.047,-102.821
263,2006-03-30,2006-04-01,3,86,66225.15999999999,2.119999885559082,1.4106978178024292,37.889,-96.483
264,2006-04-02,2006-04-02,1,58,44663.479999999996,4.369999885559082,1.831207036972046,36.871,-90.377
265,2006-04-03,2006-04-03,1,6,4620.36,1.8700000047683716,1.2450000047683716,35.887,-79.588
266,2006-04-06,2006-04-06,1,33,25411.98,2.119999885559082,1.3851513862609863,40.216,-96.885
267,2006-04-07,2006-04-07,1,87,66995.22,2.869999885559082,1.479195475578308,35.922,-88.345
268,2006-04-08,2006-04-08,1,5,3850.2999999999997,1.8700000047683716,1.5699999332427979,34.453,-79.844
269,2006-04-12,2006-04-12,1,3,2310.18,1.3700000047683716,1.2033333778381348,39.258,-85.882
270,2006-04-13,2006-04-13,1,33,25411.98,2.869999885559082,1.6578786373138428,41.9,-89.901
271,2006-04-14,2006-04-14,1,26,20021.559999999998,4.369999885559082,1.7546151876449585,40.509,-85.319
272,2006-04-15,2006-04-15,1,22,16941.32,2.119999885559082,1.3245456218719482,40.234,-95.274
273,2006-04-17,2006-04-17,1,5,3850.2999999999997,1.8700000047683716,1.3199999332427979,41.762,-94.161
274,2006-04-18,2006-04-20,3,43,33112.579999999994,4.369999885559082,1.6606979370117188,36.17,-90.857
275,2006-04-22,2006-04-22,1,5,3850.2999999999997,1.8700000047683716,1.5699999332427979,41.478,-86.818
276,2006-04-23,2006-04-24,2,40,30802.399999999998,3.119999885559082,1.6137501001358032,36.962,-97.408
277,2006-04-25,2006-04-25,1,18,13861.079999999998,4.619999885559082,1.8283333778381348,34.441,-92.614
278,2006-04-26,2006-04-26,1,1,770.06,1.1200000047683716,1.1200000047683716,33.75,-80.0
279,2006-04-27,2006-04-27,1,2,1540.12,1.1200000047683716,1.1200000047683716,37.625,-101.625
280,2006-04-28,2006-04-28,1,18,13861.079999999998,2.869999885559082,1.4950000047683716,33.348,-100.324
281,2006-04-30,2006-04-30,1,8,6160.48,1.8700000047683716,1.3075000047683716,37.625,-91.16
282,2006-05-01,2006-05-05,5,87,66995.22,4.369999885559082,1.8929882049560547,33.889,-98.511
283,2006-05-06,2006-05-06,1,2,1540.12,1.3700000047683716,1.2450000047683716,31.35,-93.323
284,2006-05-07,2006-05-08,2,66,50823.96,2.619999885559082,1.411666750907898,37.976,-97.198
285,2006-05-09,2006-05-09,1,20,15401.199999999999,4.619999885559082,1.9574997425079346,34.838,-97.385
286,2006-05-12,2006-05-12,1,2,1540.12,1.8700000047683716,1.4950000047683716,34.25,-88.156
287,2006-05-13,2006-05-13,1,10,7700.599999999999,1.8700000047683716,1.4950000047683716,34.551,-89.831
288,2006-05-14,2006-05-15,2,27,20791.62,2.869999885559082,1.601481318473816,33.006,-85.665
289,2006-05-17,2006-05-17,1,5,3850.2999999999997,1.8700000047683716,1.2699999809265137,42.118,-87.339
290,2006-05-18,2006-05-18,1,4,3080.24,1.3700000047683716,1.1825000047683716,39.007,-84.98
291,2006-05-19,2006-05-19,1,1,770.06,1.1200000047683716,1.1200000047683716,37.0,-86.0
292,2006-05-20,2006-05-20,1,10,7700.599999999999,1.8700000047683716,1.3450000286102295,36.417,-89.283
293,2006-05-21,2006-05-21,1,13,10010.779999999999,2.869999885559082,1.4084616899490356,40.383,-101.62
294,2006-05-22,2006-05-22,1,6,4620.36,1.1200000047683716,1.1200000047683716,42.333,-97.042
295,2006-05-23,2006-05-23,1,15,11550.9,2.119999885559082,1.3033335208892822,40.163,-99.172
296,2006-05-24,2006-05-24,1,13,10010.779999999999,3.119999885559082,1.485384464263916,38.064,-92.165
297,2006-05-25,2006-05-26,2,53,40813.18,2.869999885559082,1.40773606300354,38.361,-89.185
298,2006-05-27,2006-05-28,2,26,20021.559999999998,3.119999885559082,1.648845911026001,41.359,-98.283
299,2006-05-29,2006-05-30,2,33,25411.98,1.8700000047683716,1.3321211338043213,39.737,-95.493
300,2006-05-31,2006-05-31,1,11,8470.66,1.8700000047683716,1.4154545068740845,41.18,-92.124
301,2006-06-01,2006-06-01,1,1,770.06,1.1200000047683716,1.1200000047683716,33.25,-107.25
302,2006-06-02,2006-06-02,1,7,5390.42,1.8700000047683716,1.2985714673995972,42.106,-96.694
303,2006-06-03,2006-06-03,1,12,9240.72,2.619999885559082,1.5158333778381348,42.973,-96.842
304,2006-06-04,2006-06-04,1,1,770.06,1.1200000047683716,1.1200000047683716,38.0,-82.0
305,2006-06-05,2006-06-05,1,29,22331.739999999998,4.369999885559082,1.4217238426208496,43.515,-98.575
306,2006-06-06,2006-06-06,1,4,3080.24,1.1200000047683716,1.1200000047683716,35.688,-94.75
307,2006-06-07,2006-06-07,1,5,3850.2999999999997,2.119999885559082,1.4700000286102295,39.701,-93.862
308,2006-06-08,2006-06-08,1,4,3080.24,2.869999885559082,1.932499885559082,43.589,-98.869
309,2006-06-09,2006-06-09,1,4,3080.24,1.6200000047683716,1.2450000047683716,40.895,-101.244
310,2006-06-10,2006-06-10,1,7,5390.42,1.8700000047683716,1.26285719871521,40.187,-99.201
311,2006-06-12,2006-06-14,3,45,34652.7,4.119999885559082,1.6700001955032349,45.139,-103.449
312,2006-06-15,2006-06-17,3,44,33882.64,2.869999885559082,1.500681757926941,37.767,-100.872
313,2006-06-18,2006-06-18,1,3,2310.18,2.619999885559082,1.619999885559082,42.345,-93.464
314,2006-06-19,2006-06-22,4,120,92407.2,3.119999885559082,1.4366668462753296,40.012,-93.39
315,2006-06-23,2006-06-26,4,32,24641.92,2.119999885559082,1.369999885559082,43.027,-95.135
316,2006-06-27,2006-06-27,1,5,3850.2999999999997,1.1200000047683716,1.1200000047683716,41.15,-92.35
317,2006-06-28,2006-06-28,1,13,10010.779999999999,1.8700000047683716,1.350769281387329,40.381,-87.662
318,2006-06-29,2006-06-29,1,14,10780.84,2.119999885559082,1.3342857360839844,39.58,-90.153
319,2006-06-30,2006-06-30,1,21,16171.259999999998,2.869999885559082,1.405714511871338,45.042,-97.76
320,2006-07-01,2006-07-01,1,9,6930.539999999999,3.119999885559082,1.5644443035125732,42.886,-91.128
321,2006-07-02,2006-07-02,1,8,6160.48,1.8700000047683716,1.2762500047683716,42.39,-100.821
322,2006-07-03,2006-07-03,1,8,6160.48,1.8700000047683716,1.3075000047683716,44.645,-95.833
323,2006-07-04,2006-07-04,1,7,5390.42,1.8700000047683716,1.2271429300308228,39.543,-87.15
324,2006-07-05,2006-07-05,1,1,770.06,1.8700000047683716,1.8700000047683716,45.25,-119.25
325,2006-07-06,2006-07-06,1,2,1540.12,1.1200000047683716,1.1200000047683716,46.25,-117.0
326,2006-07-08,2006-07-08,1,1,770.06,1.8700000047683716,1.8700000047683716,40.25,-121.25
327,2006-07-09,2006-07-09,1,3,2310.18,2.119999885559082,1.4533332586288452,44.479,-86.787
328,2006-07-10,2006-07-11,2,15,11550.9,2.619999885559082,1.43666672706604,40.357,-88.995
329,2006-07-12,2006-07-12,1,5,3850.2999999999997,1.8700000047683716,1.2699999809265137,41.601,-100.735
330,2006-07-13,2006-07-13,1,35,26952.1,3.119999885559082,1.6128569841384888,41.021,-98.301
331,2006-07-15,2006-07-15,1,3,2310.18,1.8700000047683716,1.536666750907898,36.523,-87.28
332,2006-07-16,2006-07-16,1,2,1540.12,4.119999885559082,2.619999885559082,47.75,-91.893
333,2006-07-17,2006-07-19,3,38,29262.28,2.869999885559082,1.5278944969177246,41.609,-86.499
334,2006-07-20,2006-07-20,1,3,2310.18,1.8700000047683716,1.3700000047683716,42.636,-100.095
335,2006-07-21,2006-07-21,1,2,1540.12,1.1200000047683716,1.1200000047683716,42.375,-78.875
336,2006-07-23,2006-07-23,1,1,770.06,1.1200000047683716,1.1200000047683716,43.25,-79.0
337,2006-07-24,2006-07-25,2,11,8470.66,1.8700000047683716,1.3018181324005127,45.276,-91.441
338,2006-07-26,2006-07-26,1,3,2310.18,1.1200000047683716,1.1200000047683716,44.333,-98.083
